20130708 130000;1635;1635.25;1634.25;1634.25;638
20130708 130100;1634.25;1634.75;1634.25;1634.75;907
20130708 130200;1634.75;1635;1634.25;1635;1140
20130708 130300;1635;1635.25;1634.5;1634.5;453
20130708 130400;1634.5;1634.75;1634.5;1634.5;241
20130708 130500;1634.5;1634.75;1634.5;1634.5;285
20130708 130600;1634.5;1634.75;1634.25;1634.75;676
20130708 130700;1634.75;1634.75;1634.25;1634.25;282
20130708 130800;1634.25;1634.75;1634.25;1634.5;710
20130708 130900;1634.5;1634.5;1634.25;1634.25;679
20130708 131000;1634.25;1634.5;1634;1634;341
20130708 131100;1634.25;1634.5;1633.75;1634.5;717
20130708 131200;1634.25;1634.75;1634.25;1634.25;429
20130708 131300;1634.25;1634.5;1634;1634.5;799
20130708 131400;1634.5;1634.5;1634;1634;374
20130708 131500;1634.25;1634.25;1633.75;1634;288
20130708 131600;1634;1634.5;1633.75;1634;940
20130708 131700;1633.75;1634;1633.25;1633.75;2324
20130708 131800;1633.75;1633.75;1633.5;1633.5;206
20130708 131900;1633.5;1633.75;1632.25;1632.5;4380
20130708 132000;1632.75;1633;1632.25;1632.5;2702
20130708 132100;1632.5;1632.5;1631.75;1632;3543
20130708 132200;1632.25;1632.5;1632;1632.5;831
20130708 132300;1632.5;1633;1632.25;1633;2209
20130708 132400;1633;1633;1632.5;1632.5;759
20130708 132500;1632.5;1633.25;1632.5;1633;954
20130708 132600;1632.75;1633;1632.5;1633;667
20130708 132700;1633;1633.25;1632.5;1632.75;1391
20130708 132800;1632.75;1633;1632.5;1633;474
20130708 132900;1632.75;1633.25;1632.75;1633.25;714
20130708 133000;1633.25;1634;1633;1633.75;4142
20130708 133100;1634;1634.75;1633.75;1634.5;12165
20130708 133200;1634.5;1635.25;1634.5;1635.25;9630
20130708 133300;1635.25;1635.75;1634.75;1635;8679
20130708 133400;1635;1635.25;1634.25;1634.25;6127
20130708 133500;1634.25;1635;1633.75;1633.75;9085
